0,1,2,3,4,5,6,7,8,9
-62.0,-56.0,-65.0,-63.0,-62.0,-54.0,-58.0,-51.0,2.0,1.0
-62.0,-59.0,-64.0,-60.0,-64.0,-54.0,-59.0,-52.0,2.0,1.0
-62.0,-60.0,-67.0,-62.0,-64.0,-55.0,-57.0,-52.0,2.0,1.0
-63.0,-59.0,-66.0,-59.0,-64.0,-54.0,-57.0,-52.0,2.0,1.0
-63.0,-59.0,-65.0,-61.0,-63.0,-54.0,-57.0,-50.0,2.0,1.0
-62.0,-58.0,-63.0,-60.0,-64.0,-54.0,-57.0,-52.0,2.0,1.0
-63.0,-60.0,-70.0,-61.0,-64.0,-53.0,-57.0,-52.0,2.0,1.0
-60.0,-59.0,-67.0,-60.0,-64.0,-52.0,-57.0,-52.0,2.0,1.0
-60.0,-62.0,-56.0,-56.0,-68.0,-54.0,-59.0,-49.0,2.0,1.0
-56.0,-63.0,-57.0,-57.0,-68.0,-54.0,-60.0,-49.0,2.0,1.0
-58.0,-66.0,-55.0,-56.0,-69.0,-55.0,-64.0,-48.0,2.0,1.0
-57.0,-62.0,-54.0,-58.0,-73.0,-55.0,-63.0,-48.0,2.0,1.0
-56.0,-63.0,-55.0,-59.0,-65.0,-55.0,-62.0,-47.0,2.0,1.0
-57.0,-65.0,-55.0,-58.0,-69.0,-54.0,-61.0,-49.0,2.0,1.0
-65.0,-61.0,-55.0,-58.0,-68.0,-56.0,-64.0,-49.0,2.0,1.0
-64.0,-62.0,-55.0,-57.0,-65.0,-55.0,-62.0,-47.0,2.0,1.0
-62.0,-61.0,-55.0,-59.0,-64.0,-54.0,-60.0,-47.0,2.0,1.0
-64.0,-60.0,-56.0,-57.0,-65.0,-54.0,-62.0,-50.0,2.0,1.0
-63.0,-62.0,-56.0,-57.0,-64.0,-57.0,-60.0,-49.0,2.0,1.0
-62.0,-63.0,-57.0,-58.0,-64.0,-55.0,-60.0,-50.0,2.0,1.0
-58.0,-61.0,-56.0,-58.0,-70.0,-54.0,-62.0,-51.0,2.0,1.0
-56.0,-63.0,-55.0,-55.0,-63.0,-55.0,-61.0,-50.0,2.0,1.0
-57.0,-60.0,-55.0,-56.0,-65.0,-55.0,-61.0,-50.0,2.0,1.0
-58.0,-62.0,-56.0,-61.0,-65.0,-54.0,-60.0,-50.0,2.0,1.0
-56.0,-57.0,-56.0,-69.0,-63.0,-53.0,-64.0,-53.0,2.0,1.0
-57.0,-56.0,-56.0,-64.0,-62.0,-53.0,-65.0,-53.0,2.0,1.0
-54.0,-59.0,-57.0,-65.0,-64.0,-55.0,-66.0,-52.0,2.0,1.0
-56.0,-58.0,-57.0,-63.0,-64.0,-56.0,-68.0,-53.0,2.0,1.0
-56.0,-57.0,-57.0,-64.0,-64.0,-56.0,-66.0,-52.0,2.0,1.0
-59.0,-57.0,-56.0,-63.0,-62.0,-52.0,-66.0,-52.0,2.0,1.0
-56.0,-57.0,-56.0,-63.0,-62.0,-55.0,-77.0,-53.0,2.0,1.0
-56.0,-55.0,-55.0,-67.0,-62.0,-54.0,-69.0,-53.0,2.0,1.0
-56.0,-57.0,-55.0,-64.0,-63.0,-54.0,-65.0,-52.0,2.0,1.0
-56.0,-59.0,-56.0,-63.0,-63.0,-54.0,-62.0,-53.0,2.0,1.0
-56.0,-62.0,-55.0,-62.0,-64.0,-54.0,-66.0,-52.0,2.0,1.0
-56.0,-60.0,-55.0,-65.0,-63.0,-55.0,-67.0,-53.0,2.0,1.0
-54.0,-59.0,-54.0,-65.0,-64.0,-54.0,-65.0,-53.0,2.0,1.0
-55.0,-59.0,-56.0,-63.0,-62.0,-55.0,-64.0,-51.0,2.0,1.0
-54.0,-60.0,-55.0,-64.0,-62.0,-56.0,-65.0,-53.0,2.0,1.0
-55.0,-61.0,-55.0,-66.0,-63.0,-55.0,-66.0,-52.0,2.0,1.0
-56.0,-61.0,-54.0,-67.0,-60.0,-56.0,-65.0,-53.0,2.0,1.0
-55.0,-60.0,-54.0,-66.0,-62.0,-54.0,-68.0,-52.0,2.0,1.0
-55.0,-60.0,-55.0,-65.0,-60.0,-54.0,-66.0,-53.0,2.0,1.0
-54.0,-71.0,-55.0,-65.0,-59.0,-54.0,-66.0,-53.0,2.0,1.0
-55.0,-64.0,-55.0,-65.0,-60.0,-56.0,-66.0,-53.0,2.0,1.0
-61.0,-60.0,-52.0,-70.0,-57.0,-62.0,-55.0,-65.0,3.0,1.0
-61.0,-58.0,-53.0,-70.0,-56.0,-60.0,-57.0,-69.0,3.0,1.0
-61.0,-62.0,-52.0,-66.0,-57.0,-58.0,-56.0,-70.0,3.0,1.0
-61.0,-60.0,-51.0,-66.0,-60.0,-61.0,-55.0,-69.0,3.0,1.0
-61.0,-61.0,-51.0,-65.0,-59.0,-59.0,-56.0,-73.0,3.0,1.0
-61.0,-56.0,-52.0,-70.0,-58.0,-60.0,-57.0,-68.0,3.0,1.0
-65.0,-66.0,-55.0,-64.0,-65.0,-59.0,-61.0,-67.0,3.0,1.0
-63.0,-64.0,-56.0,-62.0,-62.0,-58.0,-64.0,-62.0,3.0,1.0
-62.0,-66.0,-57.0,-61.0,-65.0,-56.0,-61.0,-62.0,3.0,1.0
-64.0,-68.0,-56.0,-62.0,-62.0,-57.0,-61.0,-62.0,3.0,1.0
-72.0,-66.0,-57.0,-62.0,-62.0,-57.0,-61.0,-66.0,3.0,1.0
-66.0,-67.0,-56.0,-67.0,-72.0,-58.0,-61.0,-65.0,3.0,1.0
-67.0,-66.0,-56.0,-64.0,-65.0,-58.0,-62.0,-66.0,3.0,1.0
-66.0,-69.0,-58.0,-64.0,-63.0,-58.0,-61.0,-66.0,3.0,1.0
-65.0,-67.0,-55.0,-65.0,-64.0,-59.0,-60.0,-64.0,3.0,1.0
-66.0,-66.0,-56.0,-62.0,-67.0,-59.0,-61.0,-66.0,3.0,1.0
-58.0,-60.0,-56.0,-59.0,-60.0,-66.0,-64.0,-67.0,3.0,1.0
-58.0,-58.0,-58.0,-60.0,-64.0,-66.0,-62.0,-70.0,3.0,1.0
-59.0,-55.0,-58.0,-61.0,-66.0,-67.0,-59.0,-74.0,3.0,1.0
-60.0,-59.0,-58.0,-60.0,-67.0,-67.0,-60.0,-74.0,3.0,1.0
-59.0,-58.0,-57.0,-59.0,-66.0,-65.0,-60.0,-70.0,3.0,1.0
-60.0,-56.0,-57.0,-57.0,-62.0,-65.0,-60.0,-66.0,3.0,1.0
-60.0,-56.0,-56.0,-59.0,-63.0,-64.0,-60.0,-70.0,3.0,1.0
-58.0,-58.0,-59.0,-57.0,-63.0,-64.0,-59.0,-63.0,3.0,1.0
-60.0,-58.0,-57.0,-57.0,-63.0,-66.0,-59.0,-66.0,3.0,1.0
-59.0,-58.0,-56.0,-60.0,-63.0,-65.0,-60.0,-66.0,3.0,1.0
-60.0,-59.0,-56.0,-57.0,-62.0,-65.0,-60.0,-69.0,3.0,1.0
-60.0,-57.0,-59.0,-59.0,-61.0,-64.0,-59.0,-65.0,3.0,1.0
-59.0,-58.0,-57.0,-58.0,-63.0,-65.0,-61.0,-74.0,3.0,1.0
-60.0,-59.0,-57.0,-59.0,-62.0,-67.0,-61.0,-73.0,3.0,1.0
-59.0,-57.0,-58.0,-60.0,-59.0,-63.0,-61.0,-71.0,3.0,1.0
-60.0,-59.0,-57.0,-58.0,-59.0,-65.0,-56.0,-60.0,3.0,1.0
-58.0,-57.0,-56.0,-59.0,-59.0,-65.0,-61.0,-63.0,3.0,1.0
-58.0,-57.0,-56.0,-56.0,-57.0,-63.0,-60.0,-63.0,3.0,1.0
-58.0,-57.0,-55.0,-55.0,-57.0,-64.0,-60.0,-62.0,3.0,1.0
-57.0,-55.0,-67.0,-60.0,-55.0,-53.0,-57.0,-62.0,3.0,1.0
-61.0,-55.0,-65.0,-57.0,-55.0,-53.0,-57.0,-56.0,3.0,1.0
-59.0,-55.0,-64.0,-66.0,-55.0,-54.0,-56.0,-55.0,3.0,1.0
-57.0,-55.0,-62.0,-65.0,-56.0,-53.0,-58.0,-54.0,3.0,1.0
-60.0,-56.0,-69.0,-64.0,-54.0,-52.0,-56.0,-58.0,3.0,1.0
-57.0,-56.0,-62.0,-66.0,-55.0,-54.0,-57.0,-55.0,3.0,1.0
-57.0,-56.0,-65.0,-65.0,-55.0,-55.0,-56.0,-57.0,3.0,1.0
-56.0,-55.0,-62.0,-68.0,-55.0,-52.0,-59.0,-57.0,3.0,1.0
-60.0,-56.0,-74.0,-67.0,-55.0,-54.0,-54.0,-58.0,3.0,1.0
-58.0,-56.0,-66.0,-65.0,-58.0,-53.0,-58.0,-58.0,3.0,1.0
-59.0,-57.0,-67.0,-66.0,-55.0,-56.0,-57.0,-57.0,3.0,1.0
-59.0,-56.0,-66.0,-64.0,-59.0,-52.0,-57.0,-57.0,3.0,1.0
-59.0,-54.0,-67.0,-64.0,-55.0,-55.0,-56.0,-56.0,3.0,1.0
-59.0,-55.0,-64.0,-66.0,-55.0,-53.0,-56.0,-55.0,3.0,1.0
-59.0,-56.0,-61.0,-66.0,-56.0,-52.0,-57.0,-57.0,3.0,1.0
-60.0,-55.0,-65.0,-66.0,-56.0,-54.0,-58.0,-57.0,3.0,1.0
-59.0,-64.0,-58.0,-60.0,-66.0,-64.0,-65.0,-52.0,4.0,1.0
-62.0,-69.0,-57.0,-60.0,-67.0,-65.0,-64.0,-49.0,4.0,1.0
-63.0,-68.0,-59.0,-60.0,-70.0,-56.0,-63.0,-51.0,4.0,1.0
-63.0,-69.0,-56.0,-59.0,-74.0,-60.0,-63.0,-50.0,4.0,1.0
-63.0,-67.0,-58.0,-56.0,-67.0,-57.0,-63.0,-49.0,4.0,1.0
-61.0,-67.0,-59.0,-59.0,-67.0,-58.0,-60.0,-51.0,4.0,1.0
-61.0,-75.0,-58.0,-57.0,-66.0,-56.0,-63.0,-47.0,4.0,1.0
-62.0,-70.0,-60.0,-57.0,-79.0,-63.0,-63.0,-44.0,4.0,1.0
-61.0,-70.0,-59.0,-57.0,-68.0,-60.0,-66.0,-45.0,4.0,1.0
-61.0,-67.0,-59.0,-58.0,-76.0,-60.0,-67.0,-47.0,4.0,1.0
-59.0,-68.0,-56.0,-57.0,-67.0,-51.0,-60.0,-45.0,4.0,1.0
-58.0,-72.0,-59.0,-56.0,-70.0,-52.0,-65.0,-46.0,4.0,1.0
-59.0,-70.0,-57.0,-53.0,-65.0,-53.0,-64.0,-46.0,4.0,1.0
-59.0,-71.0,-59.0,-56.0,-68.0,-55.0,-65.0,-44.0,4.0,1.0
-61.0,-72.0,-58.0,-59.0,-72.0,-55.0,-61.0,-46.0,4.0,1.0
-58.0,-68.0,-60.0,-59.0,-65.0,-55.0,-61.0,-44.0,4.0,1.0
-61.0,-73.0,-60.0,-57.0,-71.0,-54.0,-58.0,-45.0,4.0,1.0
-58.0,-71.0,-58.0,-57.0,-71.0,-53.0,-61.0,-45.0,4.0,1.0
-59.0,-73.0,-57.0,-57.0,-72.0,-52.0,-59.0,-46.0,4.0,1.0
-59.0,-69.0,-60.0,-57.0,-78.0,-52.0,-61.0,-43.0,4.0,1.0
-77.0,-70.0,-60.0,-64.0,-62.0,-61.0,-51.0,-56.0,4.0,1.0
-65.0,-81.0,-59.0,-62.0,-66.0,-62.0,-50.0,-50.0,4.0,1.0
-73.0,-73.0,-61.0,-63.0,-65.0,-62.0,-51.0,-51.0,4.0,1.0
-70.0,-74.0,-58.0,-65.0,-64.0,-61.0,-51.0,-48.0,4.0,1.0
-73.0,-70.0,-60.0,-66.0,-64.0,-62.0,-49.0,-52.0,4.0,1.0
-67.0,-73.0,-61.0,-65.0,-62.0,-62.0,-50.0,-54.0,4.0,1.0
-69.0,-73.0,-59.0,-66.0,-60.0,-56.0,-53.0,-46.0,4.0,1.0
-68.0,-72.0,-65.0,-64.0,-60.0,-65.0,-51.0,-54.0,4.0,1.0
-72.0,-72.0,-62.0,-64.0,-59.0,-66.0,-50.0,-51.0,4.0,1.0
-71.0,-80.0,-60.0,-65.0,-65.0,-60.0,-51.0,-46.0,4.0,1.0
-68.0,-69.0,-62.0,-64.0,-60.0,-72.0,-50.0,-52.0,4.0,1.0
-67.0,-71.0,-63.0,-65.0,-61.0,-59.0,-50.0,-48.0,4.0,1.0
-67.0,-67.0,-63.0,-64.0,-63.0,-60.0,-51.0,-52.0,4.0,1.0
-67.0,-68.0,-64.0,-64.0,-58.0,-58.0,-50.0,-51.0,4.0,1.0
-69.0,-66.0,-65.0,-66.0,-63.0,-59.0,-49.0,-53.0,4.0,1.0
-68.0,-67.0,-59.0,-66.0,-62.0,-64.0,-51.0,-50.0,4.0,1.0
-66.0,-68.0,-64.0,-64.0,-60.0,-64.0,-50.0,-52.0,4.0,1.0
-56.0,-55.0,-63.0,-67.0,-63.0,-64.0,-51.0,-52.0,4.0,1.0
-60.0,-59.0,-65.0,-71.0,-69.0,-54.0,-53.0,-47.0,4.0,1.0
-59.0,-60.0,-65.0,-66.0,-56.0,-62.0,-52.0,-48.0,4.0,1.0
-59.0,-58.0,-59.0,-68.0,-67.0,-54.0,-52.0,-49.0,4.0,1.0
-59.0,-56.0,-62.0,-66.0,-64.0,-62.0,-54.0,-48.0,4.0,1.0
-60.0,-54.0,-63.0,-65.0,-65.0,-66.0,-51.0,-49.0,4.0,1.0
-58.0,-56.0,-63.0,-66.0,-67.0,-58.0,-53.0,-48.0,4.0,1.0
-60.0,-58.0,-66.0,-65.0,-71.0,-63.0,-52.0,-48.0,4.0,1.0
-60.0,-59.0,-65.0,-66.0,-65.0,-56.0,-53.0,-50.0,4.0,1.0
-59.0,-58.0,-65.0,-73.0,-61.0,-60.0,-53.0,-51.0,4.0,1.0
-61.0,-56.0,-66.0,-62.0,-66.0,-63.0,-53.0,-50.0,4.0,1.0
-54.0,-58.0,-64.0,-67.0,-65.0,-60.0,-53.0,-50.0,4.0,1.0
-62.0,-58.0,-67.0,-63.0,-71.0,-63.0,-53.0,-49.0,4.0,1.0
-62.0,-55.0,-67.0,-66.0,-72.0,-57.0,-54.0,-51.0,4.0,1.0
-60.0,-57.0,-67.0,-67.0,-70.0,-64.0,-55.0,-50.0,4.0,1.0
-63.0,-59.0,-62.0,-68.0,-67.0,-66.0,-53.0,-52.0,4.0,1.0
-58.0,-58.0,-66.0,-65.0,-58.0,-55.0,-54.0,-50.0,4.0,1.0
-62.0,-58.0,-68.0,-66.0,-66.0,-56.0,-54.0,-49.0,4.0,1.0
-62.0,-58.0,-66.0,-65.0,-73.0,-64.0,-60.0,-50.0,4.0,1.0
-62.0,-60.0,-66.0,-65.0,-70.0,-57.0,-53.0,-48.0,4.0,1.0
-61.0,-58.0,-64.0,-62.0,-65.0,-57.0,-53.0,-49.0,4.0,1.0
-61.0,-67.0,-59.0,-57.0,-63.0,-63.0,-52.0,-50.0,5.0,1.0
-61.0,-68.0,-60.0,-56.0,-62.0,-53.0,-52.0,-48.0,5.0,1.0
-64.0,-69.0,-61.0,-61.0,-63.0,-60.0,-52.0,-50.0,5.0,1.0
-61.0,-69.0,-60.0,-59.0,-63.0,-58.0,-53.0,-50.0,5.0,1.0
-63.0,-67.0,-60.0,-59.0,-75.0,-59.0,-52.0,-50.0,5.0,1.0
-64.0,-70.0,-60.0,-61.0,-66.0,-58.0,-54.0,-50.0,5.0,1.0
-62.0,-69.0,-62.0,-57.0,-66.0,-58.0,-48.0,-49.0,5.0,1.0
-61.0,-70.0,-62.0,-60.0,-65.0,-58.0,-52.0,-49.0,5.0,1.0
-61.0,-71.0,-64.0,-59.0,-65.0,-57.0,-51.0,-49.0,5.0,1.0
-61.0,-71.0,-59.0,-59.0,-64.0,-57.0,-52.0,-50.0,5.0,1.0
-61.0,-74.0,-62.0,-58.0,-65.0,-59.0,-52.0,-51.0,5.0,1.0
-61.0,-58.0,-61.0,-68.0,-58.0,-58.0,-57.0,-50.0,5.0,1.0
-60.0,-66.0,-57.0,-67.0,-56.0,-57.0,-54.0,-51.0,5.0,1.0
-65.0,-63.0,-57.0,-68.0,-57.0,-56.0,-59.0,-52.0,5.0,1.0
-65.0,-61.0,-57.0,-71.0,-57.0,-57.0,-59.0,-52.0,5.0,1.0
-65.0,-62.0,-57.0,-68.0,-57.0,-60.0,-60.0,-53.0,5.0,1.0
-65.0,-61.0,-57.0,-72.0,-58.0,-57.0,-60.0,-51.0,5.0,1.0
-62.0,-61.0,-59.0,-70.0,-57.0,-58.0,-56.0,-52.0,5.0,1.0
-61.0,-61.0,-57.0,-75.0,-57.0,-56.0,-56.0,-50.0,5.0,1.0
-66.0,-60.0,-57.0,-70.0,-59.0,-56.0,-55.0,-60.0,5.0,1.0
-66.0,-64.0,-57.0,-68.0,-59.0,-55.0,-61.0,-53.0,5.0,1.0
-62.0,-60.0,-58.0,-72.0,-54.0,-54.0,-58.0,-53.0,5.0,1.0
-63.0,-63.0,-58.0,-62.0,-58.0,-57.0,-58.0,-50.0,5.0,1.0
-64.0,-62.0,-56.0,-63.0,-60.0,-55.0,-56.0,-51.0,5.0,1.0
-63.0,-62.0,-56.0,-58.0,-58.0,-58.0,-55.0,-50.0,5.0,1.0
-64.0,-71.0,-55.0,-61.0,-61.0,-56.0,-55.0,-60.0,5.0,1.0
-66.0,-69.0,-58.0,-59.0,-63.0,-58.0,-56.0,-54.0,5.0,1.0
-65.0,-70.0,-58.0,-64.0,-61.0,-58.0,-56.0,-54.0,5.0,1.0
-63.0,-66.0,-57.0,-59.0,-60.0,-56.0,-57.0,-59.0,5.0,1.0
-65.0,-67.0,-56.0,-60.0,-62.0,-55.0,-58.0,-60.0,5.0,1.0
-67.0,-67.0,-56.0,-60.0,-59.0,-57.0,-58.0,-62.0,5.0,1.0
-66.0,-67.0,-57.0,-61.0,-60.0,-55.0,-57.0,-58.0,5.0,1.0
-68.0,-70.0,-59.0,-65.0,-68.0,-58.0,-57.0,-62.0,5.0,1.0
-65.0,-71.0,-56.0,-64.0,-61.0,-58.0,-56.0,-54.0,5.0,1.0
-66.0,-68.0,-57.0,-57.0,-61.0,-59.0,-56.0,-59.0,5.0,1.0
-65.0,-69.0,-57.0,-60.0,-61.0,-56.0,-56.0,-60.0,5.0,1.0
-63.0,-69.0,-58.0,-61.0,-61.0,-52.0,-56.0,-56.0,5.0,1.0
-68.0,-71.0,-59.0,-58.0,-60.0,-56.0,-54.0,-54.0,5.0,1.0
-67.0,-69.0,-57.0,-58.0,-59.0,-58.0,-56.0,-58.0,5.0,1.0
-63.0,-74.0,-59.0,-58.0,-60.0,-58.0,-57.0,-59.0,5.0,1.0
-64.0,-64.0,-64.0,-70.0,-65.0,-57.0,-57.0,-57.0,5.0,1.0
-59.0,-63.0,-64.0,-70.0,-65.0,-60.0,-53.0,-60.0,5.0,1.0
-59.0,-64.0,-66.0,-67.0,-65.0,-59.0,-57.0,-59.0,5.0,1.0
-57.0,-65.0,-63.0,-68.0,-68.0,-55.0,-55.0,-57.0,5.0,1.0
-58.0,-64.0,-65.0,-72.0,-67.0,-61.0,-53.0,-58.0,5.0,1.0
-59.0,-66.0,-65.0,-71.0,-65.0,-57.0,-57.0,-57.0,5.0,1.0
-59.0,-66.0,-63.0,-71.0,-65.0,-59.0,-54.0,-55.0,5.0,1.0
-58.0,-66.0,-63.0,-68.0,-66.0,-60.0,-57.0,-59.0,5.0,1.0
-59.0,-66.0,-64.0,-71.0,-65.0,-58.0,-54.0,-62.0,5.0,1.0
-59.0,-62.0,-64.0,-69.0,-63.0,-60.0,-54.0,-56.0,5.0,1.0
-57.0,-65.0,-65.0,-71.0,-64.0,-58.0,-53.0,-57.0,5.0,1.0
-62.0,-67.0,-66.0,-67.0,-65.0,-61.0,-56.0,-60.0,5.0,1.0
-60.0,-64.0,-64.0,-66.0,-66.0,-59.0,-57.0,-54.0,5.0,1.0
-58.0,-66.0,-66.0,-68.0,-64.0,-56.0,-54.0,-57.0,5.0,1.0
-59.0,-66.0,-64.0,-69.0,-63.0,-57.0,-54.0,-51.0,5.0,1.0
-57.0,-65.0,-62.0,-69.0,-66.0,-59.0,-53.0,-54.0,5.0,1.0
-58.0,-64.0,-62.0,-67.0,-64.0,-59.0,-55.0,-57.0,5.0,1.0
-56.0,-64.0,-64.0,-68.0,-62.0,-60.0,-54.0,-55.0,5.0,1.0
-60.0,-63.0,-76.0,-70.0,-65.0,-55.0,-55.0,-57.0,5.0,1.0
-63.0,-61.0,-55.0,-63.0,-65.0,-65.0,-60.0,-56.0,1.0,2.0
-67.0,-59.0,-56.0,-68.0,-64.0,-63.0,-60.0,-58.0,1.0,2.0
-60.0,-56.0,-60.0,-60.0,-64.0,-61.0,-60.0,-58.0,1.0,2.0
-63.0,-56.0,-57.0,-65.0,-65.0,-62.0,-59.0,-60.0,1.0,2.0
-62.0,-57.0,-56.0,-65.0,-65.0,-62.0,-60.0,-58.0,1.0,2.0
-63.0,-73.0,-57.0,-59.0,-64.0,-57.0,-59.0,-59.0,1.0,2.0
-63.0,-66.0,-55.0,-60.0,-65.0,-60.0,-60.0,-59.0,1.0,2.0
-64.0,-64.0,-55.0,-61.0,-62.0,-63.0,-59.0,-58.0,1.0,2.0
-64.0,-67.0,-55.0,-60.0,-63.0,-64.0,-58.0,-59.0,1.0,2.0
